f_flight_combination,f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total
12136,SIN,AKL,SQ,SGD,B777-300ER,2026-08-27T19:05:00,2026-08-28T05:15:00,ECONOMY,O,610,534.00
12137,AKL,SIN,SQ,NZD,B777-300ER,2026-08-27T14:25:00,2026-08-28T00:10:00,ECONOMY,O,585,717.52
12138,SIN,AKL,SQ,SGD,A350-900,2026-08-28T20:10:00,2026-08-29T06:20:00,ECONOMY,O,610,560.50
12139,AKL,SIN,SQ,NZD,A350-900,2026-08-28T11:30:00,2026-08-28T21:15:00,ECONOMY,O,585,753.13
12140,SIN,AKL,SQ,SGD,B777-300ER,2026-08-29T21:15:00,2026-08-30T07:25:00,ECONOMY,O,610,563.00
12141,AKL,SIN,SQ,NZD,B777-300ER,2026-08-29T12:35:00,2026-08-29T22:20:00,ECONOMY,O,585,756.48
12142,SIN,DME,SQ,SGD,A350-900,2026-05-30T23:50:00,2026-05-31T10:30:00,ECONOMY,O,640,676.00
12143,DME,SIN,SQ,RUB,A350-900,2026-05-30T12:15:00,2026-05-30T22:15:00,ECONOMY,O,600,41079.49
12144,SIN,DME,SQ,SGD,B777-300ER,2026-05-31T00:55:00,2026-05-31T11:35:00,ECONOMY,O,640,678.50
12145,DME,SIN,SQ,RUB,B777-300ER,2026-05-31T13:20:00,2026-05-31T23:20:00,ECONOMY,O,600,41231.41
12146,SIN,DME,SQ,SGD,B777-300ER,2026-06-01T00:55:00,2026-06-01T11:35:00,ECONOMY,O,640,631.50
12147,DME,SIN,SQ,RUB,B777-300ER,2026-06-01T11:20:00,2026-06-01T21:20:00,ECONOMY,O,600,38375.29
12148,SIN,DME,SQ,SGD,A350-900,2026-06-02T01:00:00,2026-06-02T11:40:00,ECONOMY,O,640,622.00
12149,DME,SIN,SQ,RUB,A350-900,2026-06-02T12:25:00,2026-06-02T22:25:00,ECONOMY,O,600,37797.99
12150,SIN,DME,SQ,SGD,B777-300ER,2026-06-03T23:05:00,2026-06-04T09:45:00,ECONOMY,O,640,624.50
12151,DME,SIN,SQ,RUB,B777-300ER,2026-06-03T13:30:00,2026-06-03T23:30:00,ECONOMY,O,600,37949.91
12152,SIN,DME,SQ,SGD,A350-900,2026-06-04T00:10:00,2026-06-04T10:50:00,ECONOMY,O,640,639.00
12153,DME,SIN,SQ,RUB,A350-900,2026-06-04T10:35:00,2026-06-04T20:35:00,ECONOMY,O,600,38831.05
12154,SIN,DME,SQ,SGD,B777-300ER,2026-06-05T01:15:00,2026-06-05T11:55:00,ECONOMY,O,640,657.00
12155,DME,SIN,SQ,RUB,B777-300ER,2026-06-05T11:15:00,2026-06-05T21:15:00,ECONOMY,O,600,39924.89
12156,SIN,DME,SQ,SGD,A350-900,2026-06-06T23:50:00,2026-06-07T10:30:00,ECONOMY,O,640,659.50
12157,DME,SIN,SQ,RUB,A350-900,2026-06-06T12:20:00,2026-06-06T22:20:00,ECONOMY,O,600,40076.81
12158,SIN,DME,SQ,SGD,B777-300ER,2026-06-07T00:55:00,2026-06-07T11:35:00,ECONOMY,O,640,662.00
12159,DME,SIN,SQ,RUB,B777-300ER,2026-06-07T13:25:00,2026-06-07T23:25:00,ECONOMY,O,600,40228.73
12160,SIN,DME,SQ,SGD,A350-900,2026-06-08T01:00:00,2026-06-08T11:40:00,ECONOMY,O,640,636.50
12161,DME,SIN,SQ,RUB,A350-900,2026-06-08T10:30:00,2026-06-08T20:30:00,ECONOMY,O,600,38679.13
12162,SIN,DME,SQ,SGD,B777-300ER,2026-06-09T23:05:00,2026-06-10T09:45:00,ECONOMY,O,640,627.00
12163,DME,SIN,SQ,RUB,B777-300ER,2026-06-09T11:35:00,2026-06-09T21:35:00,ECONOMY,O,600,38101.83
12164,SIN,DME,SQ,SGD,A350-900,2026-06-10T00:10:00,2026-06-10T10:50:00,ECONOMY,O,640,617.00
12165,DME,SIN,SQ,RUB,A350-900,2026-06-10T12:15:00,2026-06-10T22:15:00,ECONOMY,O,600,37494.15
12166,SIN,DME,SQ,SGD,B777-300ER,2026-06-11T01:15:00,2026-06-11T11:55:00,ECONOMY,O,640,631.50
12167,DME,SIN,SQ,RUB,B777-300ER,2026-06-11T13:20:00,2026-06-11T23:20:00,ECONOMY,O,600,38375.29
12168,SIN,DME,SQ,SGD,A350-900,2026-06-12T23:50:00,2026-06-13T10:30:00,ECONOMY,O,640,662.00
12169,DME,SIN,SQ,RUB,A350-900,2026-06-12T10:25:00,2026-06-12T20:25:00,ECONOMY,O,600,40228.73
12170,SIN,DME,SQ,SGD,B777-300ER,2026-06-13T00:55:00,2026-06-13T11:35:00,ECONOMY,O,640,664.50
12171,DME,SIN,SQ,RUB,B777-300ER,2026-06-13T11:30:00,2026-06-13T21:30:00,ECONOMY,O,600,40380.65
12172,SIN,DME,SQ,SGD,A350-900,2026-06-14T01:00:00,2026-06-14T11:40:00,ECONOMY,O,640,667.00
12173,DME,SIN,SQ,RUB,A350-900,2026-06-14T12:35:00,2026-06-14T22:35:00,ECONOMY,O,600,40532.57
12174,SIN,DME,SQ,SGD,B777-300ER,2026-06-15T23:05:00,2026-06-16T09:45:00,ECONOMY,O,640,629.00
12175,DME,SIN,SQ,RUB,B777-300ER,2026-06-15T13:15:00,2026-06-15T23:15:00,ECONOMY,O,600,38223.37
12176,SIN,DME,SQ,SGD,A350-900,2026-06-16T00:10:00,2026-06-16T10:50:00,ECONOMY,O,640,619.50
12177,DME,SIN,SQ,RUB,A350-900,2026-06-16T10:20:00,2026-06-16T20:20:00,ECONOMY,O,600,37646.07
12178,SIN,DME,SQ,SGD,B777-300ER,2026-06-17T01:15:00,2026-06-17T11:55:00,ECONOMY,O,640,622.00
12179,DME,SIN,SQ,RUB,B777-300ER,2026-06-17T11:25:00,2026-06-17T21:25:00,ECONOMY,O,600,37797.99
12180,SIN,DME,SQ,SGD,A350-900,2026-06-18T23:50:00,2026-06-19T10:30:00,ECONOMY,O,640,636.50
12181,DME,SIN,SQ,RUB,A350-900,2026-06-18T12:30:00,2026-06-18T22:30:00,ECONOMY,O,600,38679.13
12182,SIN,DME,SQ,SGD,B777-300ER,2026-06-19T00:55:00,2026-06-19T11:35:00,ECONOMY,O,640,667.00
12183,DME,SIN,SQ,RUB,B777-300ER,2026-06-19T13:35:00,2026-06-19T23:35:00,ECONOMY,O,600,40532.57
12184,SIN,DME,SQ,SGD,A350-900,2026-06-20T01:00:00,2026-06-20T11:40:00,ECONOMY,O,640,657.00
12185,DME,SIN,SQ,RUB,A350-900,2026-06-20T10:15:00,2026-06-20T20:15:00,ECONOMY,O,600,39924.89
12186,SIN,DME,SQ,SGD,B777-300ER,2026-06-21T23:05:00,2026-06-22T09:45:00,ECONOMY,O,640,659.50
12187,DME,SIN,SQ,RUB,B777-300ER,2026-06-21T11:20:00,2026-06-21T21:20:00,ECONOMY,O,600,40076.81
12188,SIN,DME,SQ,SGD,A350-900,2026-06-22T00:10:00,2026-06-22T10:50:00,ECONOMY,O,640,634.00
12189,DME,SIN,SQ,RUB,A350-900,2026-06-22T12:25:00,2026-06-22T22:25:00,ECONOMY,O,600,38527.21
12190,SIN,DME,SQ,SGD,B777-300ER,2026-06-23T01:15:00,2026-06-23T11:55:00,ECONOMY,O,640,624.50
12191,DME,SIN,SQ,RUB,B777-300ER,2026-06-23T13:30:00,2026-06-23T23:30:00,ECONOMY,O,600,37949.91
12192,SIN,DME,SQ,SGD,A350-900,2026-06-24T23:50:00,2026-06-25T10:30:00,ECONOMY,O,640,627.00
12193,DME,SIN,SQ,RUB,A350-900,2026-06-24T10:35:00,2026-06-24T20:35:00,ECONOMY,O,600,38101.83
12194,SIN,DME,SQ,SGD,B777-300ER,2026-06-25T00:55:00,2026-06-25T11:35:00,ECONOMY,O,640,629.00
12195,DME,SIN,SQ,RUB,B777-300ER,2026-06-25T11:15:00,2026-06-25T21:15:00,ECONOMY,O,600,38223.37
12196,SIN,DME,SQ,SGD,A350-900,2026-06-26T01:00:00,2026-06-26T11:40:00,ECONOMY,O,640,659.50
12197,DME,SIN,SQ,RUB,A350-900,2026-06-26T12:20:00,2026-06-26T22:20:00,ECONOMY,O,600,40076.81
12198,SIN,DME,SQ,SGD,B777-300ER,2026-06-27T23:05:00,2026-06-28T09:45:00,ECONOMY,O,640,662.00
12199,DME,SIN,SQ,RUB,B777-300ER,2026-06-27T13:25:00,2026-06-27T23:25:00,ECONOMY,O,600,40228.73
12200,SIN,DME,SQ,SGD,A350-900,2026-06-28T00:10:00,2026-06-28T10:50:00,ECONOMY,O,640,664.50
12201,DME,SIN,SQ,RUB,A350-900,2026-06-28T10:30:00,2026-06-28T20:30:00,ECONOMY,O,600,40380.65
12202,SIN,DME,SQ,SGD,B777-300ER,2026-06-29T01:15:00,2026-06-29T11:55:00,ECONOMY,O,640,639.00
12203,DME,SIN,SQ,RUB,B777-300ER,2026-06-29T11:35:00,2026-06-29T21:35:00,ECONOMY,O,600,38831.05
12204,SIN,DME,SQ,SGD,A350-900,2026-06-30T23:50:00,2026-07-01T10:30:00,ECONOMY,O,640,617.00
12205,DME,SIN,SQ,RUB,A350-900,2026-06-30T12:15:00,2026-06-30T22:15:00,ECONOMY,O,600,37494.15
12206,SIN,DME,SQ,SGD,B777-300ER,2026-07-01T00:55:00,2026-07-01T11:35:00,ECONOMY,O,640,661.50
12207,DME,SIN,SQ,RUB,B777-300ER,2026-07-01T11:20:00,2026-07-01T21:20:00,ECONOMY,O,600,40198.34
12208,SIN,DME,SQ,SGD,A350-900,2026-07-02T01:00:00,2026-07-02T11:40:00,ECONOMY,O,640,676.00
12209,DME,SIN,SQ,RUB,A350-900,2026-07-02T12:25:00,2026-07-02T22:25:00,ECONOMY,O,600,41079.49
12210,SIN,DME,SQ,SGD,B777-300ER,2026-07-03T23:05:00,2026-07-04T09:45:00,ECONOMY,O,640,706.50
12211,DME,SIN,SQ,RUB,B777-300ER,2026-07-03T13:30:00,2026-07-03T23:30:00,ECONOMY,O,600,42932.93
12212,SIN,DME,SQ,SGD,A350-900,2026-07-04T00:10:00,2026-07-04T10:50:00,ECONOMY,O,640,709.00
12213,DME,SIN,SQ,RUB,A350-900,2026-07-04T10:35:00,2026-07-04T20:35:00,ECONOMY,O,600,43084.85
12214,SIN,DME,SQ,SGD,B777-300ER,2026-07-05T01:15:00,2026-07-05T11:55:00,ECONOMY,O,640,699.00
12215,DME,SIN,SQ,RUB,B777-300ER,2026-07-05T11:15:00,2026-07-05T21:15:00,ECONOMY,O,600,42477.16
12216,SIN,DME,SQ,SGD,A350-900,2026-07-06T23:50:00,2026-07-07T10:30:00,ECONOMY,O,640,673.50
12217,DME,SIN,SQ,RUB,A350-900,2026-07-06T12:20:00,2026-07-06T22:20:00,ECONOMY,O,600,40927.57
12218,SIN,DME,SQ,SGD,B777-300ER,2026-07-07T00:55:00,2026-07-07T11:35:00,ECONOMY,O,640,664.00
12219,DME,SIN,SQ,RUB,B777-300ER,2026-07-07T13:25:00,2026-07-07T23:25:00,ECONOMY,O,600,40350.27
12220,SIN,DME,SQ,SGD,A350-900,2026-07-08T01:00:00,2026-07-08T11:40:00,ECONOMY,O,640,666.50
12221,DME,SIN,SQ,RUB,A350-900,2026-07-08T10:30:00,2026-07-08T20:30:00,ECONOMY,O,600,40502.19
12222,SIN,DME,SQ,SGD,B777-300ER,2026-07-09T23:05:00,2026-07-10T09:45:00,ECONOMY,O,640,681.00
12223,DME,SIN,SQ,RUB,B777-300ER,2026-07-09T11:35:00,2026-07-09T21:35:00,ECONOMY,O,600,41383.33
12224,SIN,DME,SQ,SGD,A350-900,2026-07-10T00:10:00,2026-07-10T10:50:00,ECONOMY,O,640,699.00
12225,DME,SIN,SQ,RUB,A350-900,2026-07-10T12:15:00,2026-07-10T22:15:00,ECONOMY,O,600,42477.16
12226,SIN,DME,SQ,SGD,B777-300ER,2026-07-11T01:15:00,2026-07-11T11:55:00,ECONOMY,O,640,701.50
12227,DME,SIN,SQ,RUB,B777-300ER,2026-07-11T13:20:00,2026-07-11T23:20:00,ECONOMY,O,600,42629.08
12228,SIN,DME,SQ,SGD,A350-900,2026-07-12T23:50:00,2026-07-13T10:30:00,ECONOMY,O,640,704.00
12229,DME,SIN,SQ,RUB,A350-900,2026-07-12T10:25:00,2026-07-12T20:25:00,ECONOMY,O,600,42781.00
12230,SIN,DME,SQ,SGD,B777-300ER,2026-07-13T00:55:00,2026-07-13T11:35:00,ECONOMY,O,640,678.50
12231,DME,SIN,SQ,RUB,B777-300ER,2026-07-13T11:30:00,2026-07-13T21:30:00,ECONOMY,O,600,41231.41
12232,SIN,DME,SQ,SGD,A350-900,2026-07-14T01:00:00,2026-07-14T11:40:00,ECONOMY,O,640,669.00
12233,DME,SIN,SQ,RUB,A350-900,2026-07-14T12:35:00,2026-07-14T22:35:00,ECONOMY,O,600,40654.11
12234,SIN,DME,SQ,SGD,B777-300ER,2026-07-15T23:05:00,2026-07-16T09:45:00,ECONOMY,O,640,659.00
12235,DME,SIN,SQ,RUB,B777-300ER,2026-07-15T13:15:00,2026-07-15T23:15:00,ECONOMY,O,600,40046.42
12236,SIN,DME,SQ,SGD,A350-900,2026-07-16T00:10:00,2026-07-16T10:50:00,ECONOMY,O,640,673.50
12237,DME,SIN,SQ,RUB,A350-900,2026-07-16T10:20:00,2026-07-16T20:20:00,ECONOMY,O,600,40927.57
12238,SIN,DME,SQ,SGD,B777-300ER,2026-07-17T01:15:00,2026-07-17T11:55:00,ECONOMY,O,640,704.00
12239,DME,SIN,SQ,RUB,B777-300ER,2026-07-17T11:25:00,2026-07-17T21:25:00,ECONOMY,O,600,42781.00
12240,SIN,DME,SQ,SGD,A350-900,2026-07-18T23:50:00,2026-07-19T10:30:00,ECONOMY,O,640,706.50
12241,DME,SIN,SQ,RUB,A350-900,2026-07-18T12:30:00,2026-07-18T22:30:00,ECONOMY,O,600,42932.93
12242,SIN,DME,SQ,SGD,B777-300ER,2026-07-19T00:55:00,2026-07-19T11:35:00,ECONOMY,O,640,709.00
12243,DME,SIN,SQ,RUB,B777-300ER,2026-07-19T13:35:00,2026-07-19T23:35:00,ECONOMY,O,600,43084.85
12244,SIN,DME,SQ,SGD,A350-900,2026-07-20T01:00:00,2026-07-20T11:40:00,ECONOMY,O,640,671.00
12245,DME,SIN,SQ,RUB,A350-900,2026-07-20T10:15:00,2026-07-20T20:15:00,ECONOMY,O,600,40775.64
12246,SIN,DME,SQ,SGD,B777-300ER,2026-07-21T23:05:00,2026-07-22T09:45:00,ECONOMY,O,640,661.50
12247,DME,SIN,SQ,RUB,B777-300ER,2026-07-21T11:20:00,2026-07-21T21:20:00,ECONOMY,O,600,40198.34
12248,SIN,DME,SQ,SGD,A350-900,2026-07-22T00:10:00,2026-07-22T10:50:00,ECONOMY,O,640,664.00
12249,DME,SIN,SQ,RUB,A350-900,2026-07-22T12:25:00,2026-07-22T22:25:00,ECONOMY,O,600,40350.27
12250,SIN,DME,SQ,SGD,B777-300ER,2026-07-23T01:15:00,2026-07-23T11:55:00,ECONOMY,O,640,678.50
12251,DME,SIN,SQ,RUB,B777-300ER,2026-07-23T13:30:00,2026-07-23T23:30:00,ECONOMY,O,600,41231.41
12252,SIN,DME,SQ,SGD,A350-900,2026-07-24T23:50:00,2026-07-25T10:30:00,ECONOMY,O,640,709.00
12253,DME,SIN,SQ,RUB,A350-900,2026-07-24T10:35:00,2026-07-24T20:35:00,ECONOMY,O,600,43084.85
12254,SIN,DME,SQ,SGD,B777-300ER,2026-07-25T00:55:00,2026-07-25T11:35:00,ECONOMY,O,640,699.00
12255,DME,SIN,SQ,RUB,B777-300ER,2026-07-25T11:15:00,2026-07-25T21:15:00,ECONOMY,O,600,42477.16
12256,SIN,DME,SQ,SGD,A350-900,2026-07-26T01:00:00,2026-07-26T11:40:00,ECONOMY,O,640,701.50
12257,DME,SIN,SQ,RUB,A350-900,2026-07-26T12:20:00,2026-07-26T22:20:00,ECONOMY,O,600,42629.08
12258,SIN,DME,SQ,SGD,B777-300ER,2026-07-27T23:05:00,2026-07-28T09:45:00,ECONOMY,O,640,676.00
12259,DME,SIN,SQ,RUB,B777-300ER,2026-07-27T13:25:00,2026-07-27T23:25:00,ECONOMY,O,600,41079.49
12260,SIN,DME,SQ,SGD,A350-900,2026-07-28T00:10:00,2026-07-28T10:50:00,ECONOMY,O,640,666.50
12261,DME,SIN,SQ,RUB,A350-900,2026-07-28T10:30:00,2026-07-28T20:30:00,ECONOMY,O,600,40502.19
12262,SIN,DME,SQ,SGD,B777-300ER,2026-07-29T01:15:00,2026-07-29T11:55:00,ECONOMY,O,640,669.00
12263,DME,SIN,SQ,RUB,B777-300ER,2026-07-29T11:35:00,2026-07-29T21:35:00,ECONOMY,O,600,40654.11
12264,SIN,DME,SQ,SGD,A350-900,2026-07-30T23:50:00,2026-07-31T10:30:00,ECONOMY,O,640,671.00
12265,DME,SIN,SQ,RUB,A350-900,2026-07-30T12:15:00,2026-07-30T22:15:00,ECONOMY,O,600,40775.64
12266,SIN,DME,SQ,SGD,B777-300ER,2026-07-31T00:55:00,2026-07-31T11:35:00,ECONOMY,O,640,701.50
12267,DME,SIN,SQ,RUB,B777-300ER,2026-07-31T13:20:00,2026-07-31T23:20:00,ECONOMY,O,600,42629.08
12268,SIN,DME,SQ,SGD,B777-300ER,2026-08-01T00:55:00,2026-08-01T11:35:00,ECONOMY,O,640,714.50
12269,DME,SIN,SQ,RUB,B777-300ER,2026-08-01T11:20:00,2026-08-01T21:20:00,ECONOMY,O,600,43419.07
12270,SIN,DME,SQ,SGD,A350-900,2026-08-02T01:00:00,2026-08-02T11:40:00,ECONOMY,O,640,717.00
12271,DME,SIN,SQ,RUB,A350-900,2026-08-02T12:25:00,2026-08-02T22:25:00,ECONOMY,O,600,43570.99
12272,SIN,DME,SQ,SGD,B777-300ER,2026-08-03T23:05:00,2026-08-04T09:45:00,ECONOMY,O,640,691.50
12273,DME,SIN,SQ,RUB,B777-300ER,2026-08-03T13:30:00,2026-08-03T23:30:00,ECONOMY,O,600,42021.40
12274,SIN,DME,SQ,SGD,A350-900,2026-08-04T00:10:00,2026-08-04T10:50:00,ECONOMY,O,640,682.00
12275,DME,SIN,SQ,RUB,A350-900,2026-08-04T10:35:00,2026-08-04T20:35:00,ECONOMY,O,600,41444.10
12276,SIN,DME,SQ,SGD,B777-300ER,2026-08-05T01:15:00,2026-08-05T11:55:00,ECONOMY,O,640,672.00
12277,DME,SIN,SQ,RUB,B777-300ER,2026-08-05T11:15:00,2026-08-05T21:15:00,ECONOMY,O,600,40836.41
12278,SIN,DME,SQ,SGD,A350-900,2026-08-06T23:50:00,2026-08-07T10:30:00,ECONOMY,O,640,686.50
12279,DME,SIN,SQ,RUB,A350-900,2026-08-06T12:20:00,2026-08-06T22:20:00,ECONOMY,O,600,41717.56
12280,SIN,DME,SQ,SGD,B777-300ER,2026-08-07T00:55:00,2026-08-07T11:35:00,ECONOMY,O,640,717.00
12281,DME,SIN,SQ,RUB,B777-300ER,2026-08-07T13:25:00,2026-08-07T23:25:00,ECONOMY,O,600,43570.99
12282,SIN,DME,SQ,SGD,A350-900,2026-08-08T01:00:00,2026-08-08T11:40:00,ECONOMY,O,640,719.50
12283,DME,SIN,SQ,RUB,A350-900,2026-08-08T10:30:00,2026-08-08T20:30:00,ECONOMY,O,600,43722.92
12284,SIN,DME,SQ,SGD,B777-300ER,2026-08-09T23:05:00,2026-08-10T09:45:00,ECONOMY,O,640,722.00
12285,DME,SIN,SQ,RUB,B777-300ER,2026-08-09T11:35:00,2026-08-09T21:35:00,ECONOMY,O,600,43874.84
12286,SIN,DME,SQ,SGD,A350-900,2026-08-10T00:10:00,2026-08-10T10:50:00,ECONOMY,O,640,684.00
12287,DME,SIN,SQ,RUB,A350-900,2026-08-10T12:15:00,2026-08-10T22:15:00,ECONOMY,O,600,41565.63
12288,SIN,DME,SQ,SGD,B777-300ER,2026-08-11T01:15:00,2026-08-11T11:55:00,ECONOMY,O,640,674.50
12289,DME,SIN,SQ,RUB,B777-300ER,2026-08-11T13:20:00,2026-08-11T23:20:00,ECONOMY,O,600,40988.33
12290,SIN,DME,SQ,SGD,A350-900,2026-08-12T23:50:00,2026-08-13T10:30:00,ECONOMY,O,640,677.00
12291,DME,SIN,SQ,RUB,A350-900,2026-08-12T10:25:00,2026-08-12T20:25:00,ECONOMY,O,600,41140.26
12292,SIN,DME,SQ,SGD,B777-300ER,2026-08-13T00:55:00,2026-08-13T11:35:00,ECONOMY,O,640,691.50
12293,DME,SIN,SQ,RUB,B777-300ER,2026-08-13T11:30:00,2026-08-13T21:30:00,ECONOMY,O,600,42021.40
12294,SIN,DME,SQ,SGD,A350-900,2026-08-14T01:00:00,2026-08-14T11:40:00,ECONOMY,O,640,722.00
12295,DME,SIN,SQ,RUB,A350-900,2026-08-14T12:35:00,2026-08-14T22:35:00,ECONOMY,O,600,43874.84
12296,SIN,DME,SQ,SGD,B777-300ER,2026-08-15T23:05:00,2026-08-16T09:45:00,ECONOMY,O,640,712.00
12297,DME,SIN,SQ,RUB,B777-300ER,2026-08-15T13:15:00,2026-08-15T23:15:00,ECONOMY,O,600,43267.15
12298,SIN,DME,SQ,SGD,A350-900,2026-08-16T00:10:00,2026-08-16T10:50:00,ECONOMY,O,640,714.50
12299,DME,SIN,SQ,RUB,A350-900,2026-08-16T10:20:00,2026-08-16T20:20:00,ECONOMY,O,600,43419.07
12300,SIN,DME,SQ,SGD,B777-300ER,2026-08-17T01:15:00,2026-08-17T11:55:00,ECONOMY,O,640,689.00
12301,DME,SIN,SQ,RUB,B777-300ER,2026-08-17T11:25:00,2026-08-17T21:25:00,ECONOMY,O,600,41869.48
12302,SIN,DME,SQ,SGD,A350-900,2026-08-18T23:50:00,2026-08-19T10:30:00,ECONOMY,O,640,679.50
12303,DME,SIN,SQ,RUB,A350-900,2026-08-18T12:30:00,2026-08-18T22:30:00,ECONOMY,O,600,41292.18
12304,SIN,DME,SQ,SGD,B777-300ER,2026-08-19T00:55:00,2026-08-19T11:35:00,ECONOMY,O,640,682.00
12305,DME,SIN,SQ,RUB,B777-300ER,2026-08-19T13:35:00,2026-08-19T23:35:00,ECONOMY,O,600,41444.10
12306,SIN,DME,SQ,SGD,A350-900,2026-08-20T01:00:00,2026-08-20T11:40:00,ECONOMY,O,640,684.00
12307,DME,SIN,SQ,RUB,A350-900,2026-08-20T10:15:00,2026-08-20T20:15:00,ECONOMY,O,600,41565.63
12308,SIN,DME,SQ,SGD,B777-300ER,2026-08-21T23:05:00,2026-08-22T09:45:00,ECONOMY,O,640,714.50
12309,DME,SIN,SQ,RUB,B777-300ER,2026-08-21T11:20:00,2026-08-21T21:20:00,ECONOMY,O,600,43419.07
12310,SIN,DME,SQ,SGD,A350-900,2026-08-22T00:10:00,2026-08-22T10:50:00,ECONOMY,O,640,717.00
12311,DME,SIN,SQ,RUB,A350-900,2026-08-22T12:25:00,2026-08-22T22:25:00,ECONOMY,O,600,43570.99
12312,SIN,DME,SQ,SGD,B777-300ER,2026-08-23T01:15:00,2026-08-23T11:55:00,ECONOMY,O,640,719.50
12313,DME,SIN,SQ,RUB,B777-300ER,2026-08-23T13:30:00,2026-08-23T23:30:00,ECONOMY,O,600,43722.92
12314,SIN,DME,SQ,SGD,A350-900,2026-08-24T23:50:00,2026-08-25T10:30:00,ECONOMY,O,640,694.00
12315,DME,SIN,SQ,RUB,A350-900,2026-08-24T10:35:00,2026-08-24T20:35:00,ECONOMY,O,600,42173.32
12316,SIN,DME,SQ,SGD,B777-300ER,2026-08-25T00:55:00,2026-08-25T11:35:00,ECONOMY,O,640,672.00
12317,DME,SIN,SQ,RUB,B777-300ER,2026-08-25T11:15:00,2026-08-25T21:15:00,ECONOMY,O,600,40836.41
12318,SIN,DME,SQ,SGD,A350-900,2026-08-26T01:00:00,2026-08-26T11:40:00,ECONOMY,O,640,674.50
12319,DME,SIN,SQ,RUB,A350-900,2026-08-26T12:20:00,2026-08-26T22:20:00,ECONOMY,O,600,40988.33
12320,SIN,DME,SQ,SGD,B777-300ER,2026-08-27T23:05:00,2026-08-28T09:45:00,ECONOMY,O,640,689.00
12321,DME,SIN,SQ,RUB,B777-300ER,2026-08-27T13:25:00,2026-08-27T23:25:00,ECONOMY,O,600,41869.48
12322,SIN,DME,SQ,SGD,A350-900,2026-08-28T00:10:00,2026-08-28T10:50:00,ECONOMY,O,640,719.50
12323,DME,SIN,SQ,RUB,A350-900,2026-08-28T10:30:00,2026-08-28T20:30:00,ECONOMY,O,600,43722.92
12324,SIN,DME,SQ,SGD,B777-300ER,2026-08-29T01:15:00,2026-08-29T11:55:00,ECONOMY,O,640,722.00
12325,DME,SIN,SQ,RUB,B777-300ER,2026-08-29T11:35:00,2026-08-29T21:35:00,ECONOMY,O,600,43874.84
12326,SIN,CHC,SQ,SGD,A350-900,2026-05-30T20:50:00,2026-05-31T06:35:00,ECONOMY,O,585,537.00
12327,CHC,SIN,SQ,NZD,A350-900,2026-05-30T13:15:00,2026-05-30T22:35:00,ECONOMY,O,560,721.55
12328,SIN,CHC,SQ,SGD,A350-900,2026-05-31T21:55:00,2026-06-01T07:40:00,ECONOMY,O,585,539.50
12329,CHC,SIN,SQ,NZD,A350-900,2026-05-31T14:20:00,2026-05-31T23:40:00,ECONOMY,O,560,724.91
12330,SIN,CHC,SQ,SGD,A350-900,2026-06-01T21:55:00,2026-06-02T07:40:00,ECONOMY,O,585,498.50
12331,CHC,SIN,SQ,NZD,A350-900,2026-06-01T12:20:00,2026-06-01T21:40:00,ECONOMY,O,560,669.82
12332,SIN,CHC,SQ,SGD,A350-900,2026-06-02T22:00:00,2026-06-03T07:45:00,ECONOMY,O,585,491.00
12333,CHC,SIN,SQ,NZD,A350-900,2026-06-02T13:25:00,2026-06-02T22:45:00,ECONOMY,O,560,659.74
12334,SIN,CHC,SQ,SGD,A350-900,2026-06-03T20:05:00,2026-06-04T05:50:00,ECONOMY,O,585,493.50
12335,CHC,SIN,SQ,NZD,A350-900,2026-06-03T14:30:00,2026-06-03T23:50:00,ECONOMY,O,560,663.10
12336,SIN,CHC,SQ,SGD,A350-900,2026-06-04T21:10:00,2026-06-05T06:55:00,ECONOMY,O,585,506.00
12337,CHC,SIN,SQ,NZD,A350-900,2026-06-04T11:35:00,2026-06-04T20:55:00,ECONOMY,O,560,679.90
12338,SIN,CHC,SQ,SGD,A350-900,2026-06-05T22:15:00,2026-06-06T08:00:00,ECONOMY,O,585,521.00
12339,CHC,SIN,SQ,NZD,A350-900,2026-06-05T12:15:00,2026-06-05T21:35:00,ECONOMY,O,560,700.05
12340,SIN,CHC,SQ,SGD,A350-900,2026-06-06T20:50:00,2026-06-07T06:35:00,ECONOMY,O,585,523.50
12341,CHC,SIN,SQ,NZD,A350-900,2026-06-06T13:20:00,2026-06-06T22:40:00,ECONOMY,O,560,703.41
12342,SIN,CHC,SQ,SGD,A350-900,2026-06-07T21:55:00,2026-06-08T07:40:00,ECONOMY,O,585,526.00
12343,CHC,SIN,SQ,NZD,A350-900,2026-06-07T14:25:00,2026-06-07T23:45:00,ECONOMY,O,560,706.77
12344,SIN,CHC,SQ,SGD,A350-900,2026-06-08T22:00:00,2026-06-09T07:45:00,ECONOMY,O,585,503.50
12345,CHC,SIN,SQ,NZD,A350-900,2026-06-08T11:30:00,2026-06-08T20:50:00,ECONOMY,O,560,676.54
12346,SIN,CHC,SQ,SGD,A350-900,2026-06-09T20:05:00,2026-06-10T05:50:00,ECONOMY,O,585,496.00
12347,CHC,SIN,SQ,NZD,A350-900,2026-06-09T12:35:00,2026-06-09T21:55:00,ECONOMY,O,560,666.46
